Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,466,4,Male,95,2,2,Manufacturing Director,2,Single,37191,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2
47,No,Travel_Frequently,1309,Sales,4,1,Medical,467,2,Male,99,3,2,Sales Representative,3,Single,26019,25751,3,No,19,3,1,0,5,3,3,0,0,0,0
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,468,1,Female,44,3,4,Research Director,4,Single,49050,15901,2,No,14,3,2,0,16,2,3,1,0,0,0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,469,4,Male,61,3,2,Sales Executive,3,Married,54876,16928,1,No,14,3,1,1,4,3,2,4,3,0,2
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,470,3,Male,52,3,1,Human Resources,3,Divorced,42755,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,471,3,Female,75,3,1,Laboratory Technician,2,Married,44499,3956,1,No,13,3,3,1,8,4,3,8,0,0,7
48,No,Travel_Rarely,530,Sales,29,1,Medical,473,1,Female,91,3,3,Manager,3,Married,52793,23978,3,No,21,4,2,1,15,3,1,0,0,0,0
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,474,3,Male,51,4,2,Research Scientist,1,Divorced,59629,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7
30,No,Non-Travel,641,Sales,25,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,29328,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,34984,20156,1,No,17,3,2,1,8,3,3,8,7,7,7
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,477,1,Male,98,2,2,Healthcare Representative,4,Single,54921,17078,3,No,23,4,2,0,14,6,3,1,0,0,0
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,25032,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2
36,No,Non-Travel,845,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,49169,15276,4,No,15,3,2,0,7,6,3,1,0,0,0
36,No,Travel_Frequently,541,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,35494,7246,4,No,11,3,1,1,16,2,3,13,9,1,12
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,40636,2967,2,No,11,3,3,0,15,2,3,3,2,1,2
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,28843,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7
21,No,Non-Travel,895,Sales,9,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,45162,2851,1,No,24,4,3,0,3,3,2,3,2,2,2
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,35047,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,27460,17663,6,No,20,4,2,1,17,3,3,5,4,0,3
46,No,Non-Travel,1144,Research & Development,7,4,Medical,487,3,Female,30,3,2,Manufacturing Director,3,Married,52077,16044,2,No,14,3,3,0,7,2,4,1,0,0,0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,40772,9558,1,No,18,3,3,0,8,5,3,8,7,7,7
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,25019,2755,6,No,15,3,4,0,20,2,3,4,3,1,3
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,44016,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,59107,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,35950,25422,1,No,15,3,4,0,1,0,3,1,0,0,0
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,41801,18168,9,No,16,3,4,0,6,4,3,3,2,1,2
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,44712,19394,9,No,19,3,3,0,10,5,3,1,1,0,0
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,27503,17881,1,No,11,3,2,1,5,2,3,5,2,0,4
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,38064,20750,1,No,16,3,4,0,7,1,3,7,5,0,7
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,25955,12066,8,No,24,4,3,0,26,2,3,5,2,0,0
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,53040,14862,4,No,11,3,3,1,18,2,2,7,7,0,7
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,35405,11868,4,No,13,3,2,1,6,3,3,2,2,2,2
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,54323,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,37895,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,55093,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,51102,17434,1,No,18,3,1,1,1,3,3,1,0,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,36029,6582,0,No,22,4,3,0,7,2,3,6,4,0,4
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,29841,24440,1,No,13,3,4,1,2,1,3,2,1,1,2
36,No,Travel_Rarely,164,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,45088,3809,1,No,13,3,2,2,10,2,3,10,9,9,0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,33701,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,42080,26914,1,No,12,3,3,1,18,2,2,18,7,12,17
40,No,Travel_Rarely,759,Sales,2,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,48611,22553,7,No,12,3,3,2,8,5,3,5,4,1,3
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,38352,20490,3,No,16,3,2,1,8,5,3,5,2,1,2
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,55114,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,41040,4345,1,No,11,3,3,1,25,3,3,25,10,3,9
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,43618,13436,6,No,22,4,2,1,20,3,3,1,0,0,0
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,43222,8509,4,No,11,3,3,1,24,4,2,4,2,1,2
34,No,Non-Travel,1381,Sales,4,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,51360,12740,9,No,15,3,1,1,6,3,3,3,2,1,2
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,33790,4156,1,No,12,3,2,1,13,5,1,13,10,3,12
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,45773,15238,7,No,20,4,1,1,8,1,3,3,2,1,2
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,54039,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,57907,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3
37,No,Non-Travel,1063,Research & Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,51841,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,52960,16193,1,No,12,3,3,1,4,3,3,4,2,3,2
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,47186,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,55962,18256,9,No,11,3,4,3,36,0,2,7,7,7,7
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,33140,19558,0,No,11,3,2,0,6,6,3,5,4,4,4
41,No,Travel_Rarely,645,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,42109,19566,1,No,16,3,3,1,10,2,3,10,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,51969,13535,1,No,12,3,4,1,10,2,3,10,0,1,8
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,48443,9396,5,No,13,3,3,1,6,5,3,2,2,0,2
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,31784,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,41211,9655,3,No,21,4,4,2,8,3,2,2,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,57888,10310,2,No,13,3,4,0,31,2,1,5,2,1,4
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,42295,12932,2,No,11,3,2,1,19,3,3,5,4,0,2
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,52805,24793,2,No,20,4,3,0,11,2,3,5,4,0,2
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,53616,3854,5,No,11,3,4,0,33,5,1,29,8,11,10
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,25313,26314,2,No,14,3,3,1,19,5,2,10,7,0,8
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,32374,4386,0,No,11,3,4,3,7,4,4,6,5,0,4
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,35644,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,56965,12253,0,No,16,3,4,1,3,3,2,2,2,1,0
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,33345,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,49071,13022,0,No,14,3,4,0,21,2,3,20,15,1,12
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,29176,3032,1,No,22,4,2,2,3,3,1,3,2,0,2
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,40387,16734,4,No,15,3,3,1,9,3,1,5,3,1,4
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,46678,21526,1,No,18,3,3,0,10,2,3,10,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,28039,18300,5,No,16,3,2,0,6,2,4,2,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,28871,18437,1,No,12,3,3,0,1,3,4,1,0,0,0
30,No,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,43547,2890,0,No,11,3,3,0,10,3,3,9,8,7,8
57,No,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,52945,22102,3,No,12,3,3,1,32,3,2,1,0,0,0
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,32820,9314,0,No,15,3,2,1,28,2,3,27,10,15,7
30,No,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,59683,7181,0,No,14,3,3,0,12,2,2,11,7,6,7
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,36942,2845,4,No,19,3,4,0,22,5,4,18,13,13,11
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,57539,7389,5,No,13,3,3,3,20,2,3,5,0,0,4
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,29577,2288,6,No,13,3,3,0,26,2,1,3,2,0,1
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,31859,19225,0,No,15,3,3,0,6,2,3,5,4,4,3
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,33160,23428,7,No,11,3,3,0,19,3,3,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,34393,8416,3,No,12,3,3,1,14,3,3,7,3,5,7
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,39975,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,34824,14394,1,No,25,4,4,1,13,6,4,13,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,37104,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,36066,6705,7,No,13,3,1,3,8,2,3,4,3,1,3
30,No,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,32636,18398,0,No,14,3,1,0,4,3,3,3,2,1,2
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,42645,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,28189,22908,3,No,12,3,1,0,12,2,3,1,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,59262,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,49914,9260,4,No,17,3,4,1,8,4,3,2,2,2,0
36,No,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,41759,15318,1,No,14,3,4,0,10,3,2,10,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,59174,9129,5,No,16,3,3,0,4,3,3,2,2,1,2
48,No,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,54471,19658,2,No,14,3,1,1,14,2,3,9,7,6,7
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,46255,9873,3,No,23,4,4,0,37,2,3,10,9,7,7
41,No,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,53097,13430,7,No,14,3,4,0,16,3,3,14,3,1,10
35,No,Travel_Rarely,619,Sales,1,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,44201,18659,9,No,11,3,3,0,15,2,3,11,9,6,9
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,48433,20364,7,No,15,3,3,0,22,3,3,20,6,5,13
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,56888,17872,1,No,11,3,1,1,8,3,3,8,3,0,7
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,36096,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,57875,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8
45,No,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,35641,16177,0,No,19,3,2,1,9,3,4,8,7,3,7
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,36915,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,40806,22645,4,No,12,3,2,2,8,2,4,3,2,1,2
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,50424,22578,4,No,19,3,3,1,10,2,3,6,1,0,5
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,25459,25291,9,No,21,4,3,1,10,3,2,5,4,0,1
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,58367,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0
40,No,Non-Travel,1094,Sales,28,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,36671,11373,3,No,15,3,3,1,20,2,3,1,0,0,1
41,No,Non-Travel,509,Research & Development,2,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,28374,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7
26,No,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,55077,4267,5,No,12,3,1,2,8,5,3,0,0,0,0
35,No,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,26772,6698,1,No,16,3,4,0,5,3,3,5,4,0,3
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,55856,19921,1,No,12,3,4,0,10,3,3,10,7,5,7
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,28240,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,53474,23848,4,No,17,3,4,0,12,3,4,6,5,1,2
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,56579,8984,5,No,11,3,4,0,28,3,2,2,2,1,2
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,57221,5626,7,No,16,3,2,1,22,2,3,18,16,11,8
37,No,Non-Travel,142,Sales,9,4,Medical,626,1,Male,69,3,3,Sales Executive,2,Divorced,40473,24666,1,No,13,3,4,1,9,6,3,9,5,7,7
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,51217,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9
32,Yes,Non-Travel,1474,Sales,11,4,Other,631,4,Male,60,4,2,Sales Executive,3,Married,32228,23914,8,No,12,3,4,0,6,2,3,4,2,1,2
24,No,Travel_Frequently,535,Sales,24,3,Medical,632,4,Male,38,3,1,Sales Representative,4,Married,46777,5530,0,No,13,3,3,2,3,3,3,2,2,2,1
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,41197,22174,3,No,19,3,3,1,18,4,3,1,0,0,0
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,59945,15701,6,No,12,3,2,1,8,2,2,6,5,4,3
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,41577,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,53780,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4
26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,56051,7428,1,No,20,4,4,2,6,5,4,5,3,1,4
24,No,Travel_Rarely,823,Research & Development,17,2,Other,643,4,Male,94,2,1,Laboratory Technician,2,Married,36385,9100,1,No,21,4,4,1,1,2,3,1,0,0,0
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644,1,Male,99,3,5,Manager,2,Married,27171,7999,1,No,11,3,3,1,32,2,3,32,5,10,7
25,No,Travel_Rarely,622,Sales,13,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,54877,26376,1,No,11,3,3,0,7,1,3,7,4,0,6
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,46362,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,41845,14470,1,No,18,3,3,1,1,2,4,1,0,0,0
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,26763,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,38422,11512,2,No,17,3,3,0,9,2,1,3,1,1,2
35,No,Travel_Rarely,538,Research & Development,25,2,Other,652,1,Male,54,2,2,Laboratory Technician,4,Single,53864,14004,4,No,14,3,4,0,9,3,3,3,2,0,2
31,No,Travel_Rarely,525,Sales,6,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,45903,6219,4,No,22,4,4,2,13,4,4,7,7,5,7
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,51580,5013,0,No,12,3,3,2,6,5,2,5,3,0,3
37,No,Travel_Rarely,558,Sales,2,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,56546,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,39096,11757,1,No,13,3,4,0,1,0,4,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,57701,5718,1,No,13,3,2,2,10,4,3,10,2,2,2
43,No,Travel_Rarely,782,Research & Development,6,4,Other,661,2,Male,50,2,4,Research Director,4,Divorced,38646,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,52722,14561,3,No,17,3,4,0,8,3,2,0,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,42067,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,56374,17997,7,No,11,3,1,1,21,3,1,3,2,0,2
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,28524,26894,4,No,11,3,2,0,10,1,4,2,2,0,2
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,37345,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,31589,16346,0,No,11,3,2,1,5,3,3,4,3,0,2
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,669,3,Male,49,3,1,Sales Representative,3,Single,46624,24444,1,No,11,3,3,0,3,2,3,3,2,1,2
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,671,4,Male,35,3,5,Manager,4,Married,34146,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,675,1,Male,69,3,1,Research Scientist,3,Married,32251,12145,0,No,20,4,4,0,3,3,3,2,2,2,2
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,53389,20431,0,No,12,3,4,0,6,3,3,5,0,1,2
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,36713,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5
